Order_ID,Order_Date,City,Restaurant_Name,Cuisine,Customer_Age,Gender,Veg_NonVeg,Order_Amount,Delivery_Time,Rating,Payment_Mode,Delivery_Partner,Order_Status,Distance_km,Quantity
621,2025-03-03,Pune,Burger Hub,Chinese,37,Male,Non-Veg,2226,48,2.6,UPI,Rahul,Delivered,10.1,1
622,2025-01-28,Jaipur,Royal Biryani,Fast Food,35,Female,Non-Veg,2101,17,4.0,UPI,Aman,Cancelled,13.0,3
623,2025-06-23,Bangalore,Chinese Bowl,Biryani,30,Female,Veg,364,52,4.6,Card,Karan,Delivered,11.0,1
624,2025-05-10,Jaipur,Tandoori Nights,Biryani,37,Female,Non-Veg,529,33,2.8,UPI,Mohit,Delivered,8.5,2
625,2025-04-09,Hyderabad,Chinese Bowl,Chinese,29,Female,Non-Veg,709,34,4.8,Cash,Rahul,Cancelled,2.0,6
626,2025-06-09,Delhi,Burger Hub,Italian,28,Female,Non-Veg,1370,25,3.4,UPI,Aman,Cancelled,9.2,1
627,2025-01-30,Mumbai,Royal Biryani,North Indian,27,Female,Non-Veg,2420,59,4.8,Cash,Aman,Cancelled,4.9,4
628,2025-01-14,Bangalore,Urban Tadka,North Indian,28,Female,Veg,503,54,2.5,Card,Karan,Cancelled,14.0,2
629,2025-01-23,Bangalore,Burger Hub,Italian,40,Female,Veg,2199,17,2.6,Cash,Mohit,Delivered,9.4,1
630,2025-03-30,Delhi,Pizza Point,Biryani,42,Male,Veg,508,32,3.7,Cash,Vikas,Delivered,3.6,5
631,2025-06-30,Jaipur,Burger Hub,North Indian,20,Female,Veg,1492,26,4.4,UPI,Karan,Delivered,13.5,6
632,2025-02-25,Mumbai,Pizza Point,North Indian,43,Female,Non-Veg,2165,20,3.3,UPI,Mohit,Delivered,7.9,3
633,2025-03-07,Ahmedabad,Royal Biryani,Chinese,32,Female,Non-Veg,1408,60,3.8,UPI,Rahul,Cancelled,7.8,6
634,2025-04-08,Delhi,Royal Biryani,Fast Food,19,Female,Non-Veg,585,20,2.7,UPI,Vikas,Delivered,15.0,5
635,2025-04-20,Bangalore,Food Factory,Biryani,36,Male,Veg,2078,23,4.2,Cash,Aman,Cancelled,7.9,4
636,2025-05-22,Ahmedabad,Burger Hub,Italian,30,Male,Non-Veg,2234,19,4.1,UPI,Karan,Delivered,5.0,1
637,2025-06-16,Mumbai,Royal Biryani,Italian,44,Male,Non-Veg,196,41,3.4,Card,Aman,Cancelled,7.9,5
638,2025-05-11,Bangalore,Pizza Point,North Indian,29,Male,Veg,2340,18,3.7,Cash,Rahul,Delivered,5.8,5
639,2025-06-28,Jaipur,Royal Biryani,Biryani,34,Male,Veg,554,37,3.2,Card,Mohit,Delivered,14.4,2
640,2025-04-04,Jaipur,Burger Hub,Biryani,45,Male,Veg,1024,39,5.0,Cash,Mohit,Cancelled,8.4,3
641,2025-05-20,Jaipur,Food Factory,North Indian,43,Male,Non-Veg,460,27,4.7,Cash,Mohit,Cancelled,15.0,1
642,2025-02-19,Pune,Food Factory,North Indian,28,Male,Veg,1664,23,4.9,Card,Rahul,Cancelled,12.5,6
643,2025-06-21,Pune,Spice Kitchen,Italian,20,Female,Non-Veg,969,33,3.7,Card,Aman,Delivered,1.9,3
644,2025-01-20,Pune,Spice Kitchen,Italian,30,Female,Veg,2332,28,4.1,Cash,Mohit,Cancelled,12.5,5
645,2025-03-12,Ahmedabad,Chinese Bowl,Chinese,24,Male,Veg,1813,42,2.6,Cash,Rahul,Delivered,14.7,5
646,2025-02-07,Hyderabad,Royal Biryani,Biryani,31,Male,Non-Veg,1932,60,3.5,Cash,Mohit,Cancelled,1.9,5
647,2025-02-18,Ahmedabad,Spice Kitchen,Biryani,29,Male,Non-Veg,311,37,4.2,Cash,Rahul,Cancelled,13.9,2
648,2025-03-23,Pune,Pizza Point,Italian,39,Female,Non-Veg,1502,33,3.1,Card,Mohit,Cancelled,11.1,6
649,2025-04-20,Bangalore,Pizza Point,Italian,21,Female,Veg,1580,26,4.0,Card,Vikas,Delivered,13.7,2
650,2025-03-04,Hyderabad,Spice Kitchen,Fast Food,22,Female,Veg,449,58,3.7,Card,Arjun,Cancelled,11.4,3
651,2025-05-02,Jaipur,Pizza Point,North Indian,20,Female,Veg,1678,34,3.4,Card,Vikas,Delivered,3.9,2
652,2025-01-17,Ahmedabad,Food Factory,Italian,45,Female,Veg,1923,16,4.6,UPI,Vikas,Cancelled,9.6,5
653,2025-03-22,Bangalore,Spice Kitchen,Fast Food,36,Male,Non-Veg,1275,27,2.8,Cash,Mohit,Cancelled,12.6,6
654,2025-03-12,Delhi,Pizza Point,Chinese,44,Male,Non-Veg,382,20,2.9,Card,Arjun,Delivered,6.3,5
655,2025-03-20,Mumbai,Burger Hub,Chinese,24,Male,Veg,2242,20,5.0,Card,Karan,Cancelled,2.6,4
656,2025-03-23,Bangalore,Burger Hub,Fast Food,40,Male,Non-Veg,1571,17,3.2,UPI,Arjun,Cancelled,14.0,1
657,2025-05-22,Ahmedabad,Food Factory,Biryani,19,Male,Veg,2464,47,2.5,UPI,Rahul,Delivered,10.2,5
658,2025-01-29,Pune,Urban Tadka,Biryani,23,Male,Non-Veg,2152,17,3.0,Cash,Aman,Delivered,2.7,1
659,2025-05-31,Pune,Chinese Bowl,Chinese,19,Female,Veg,1748,59,3.7,UPI,Arjun,Cancelled,14.3,3
660,2025-04-30,Ahmedabad,Burger Hub,Fast Food,29,Male,Non-Veg,2171,18,4.9,UPI,Vikas,Delivered,10.5,5
661,2025-05-30,Bangalore,Urban Tadka,Italian,43,Female,Veg,280,15,3.1,Card,Aman,Delivered,2.2,5
662,2025-02-27,Delhi,Spice Kitchen,Italian,42,Female,Veg,2415,38,4.9,Card,Aman,Cancelled,7.5,4
663,2025-02-17,Ahmedabad,Pizza Point,Fast Food,38,Male,Non-Veg,1597,38,2.7,UPI,Mohit,Delivered,6.1,4
664,2025-02-21,Bangalore,Spice Kitchen,Fast Food,23,Male,Non-Veg,2256,30,3.6,Cash,Karan,Cancelled,1.2,4
665,2025-02-27,Bangalore,Urban Tadka,Fast Food,29,Female,Veg,1026,37,3.2,Card,Vikas,Delivered,3.9,1
666,2025-01-24,Mumbai,Tandoori Nights,Chinese,45,Male,Veg,321,57,3.2,Card,Vikas,Delivered,10.3,2
667,2025-04-24,Pune,Food Factory,Biryani,21,Male,Veg,513,50,3.6,Card,Arjun,Delivered,13.7,5
668,2025-05-16,Mumbai,Urban Tadka,Chinese,20,Male,Veg,2319,41,2.6,Cash,Mohit,Delivered,11.7,3
669,2025-01-18,Pune,Urban Tadka,Italian,33,Male,Veg,839,45,4.6,UPI,Aman,Cancelled,11.2,6
670,2025-06-12,Jaipur,Burger Hub,Chinese,24,Male,Veg,381,25,3.0,Cash,Aman,Delivered,4.0,3
671,2025-01-22,Pune,Chinese Bowl,Chinese,29,Female,Veg,2168,47,4.6,UPI,Karan,Delivered,13.5,5
672,2025-06-20,Pune,Spice Kitchen,Chinese,24,Female,Veg,1051,27,3.3,UPI,Vikas,Delivered,11.7,5
673,2025-04-03,Delhi,Tandoori Nights,Italian,34,Female,Veg,1813,52,4.3,Card,Vikas,Delivered,4.1,1
674,2025-02-08,Ahmedabad,Royal Biryani,North Indian,28,Male,Non-Veg,2257,45,3.9,UPI,Mohit,Delivered,4.6,5
675,2025-06-29,Jaipur,Chinese Bowl,Chinese,23,Male,Non-Veg,1639,15,4.3,Cash,Vikas,Delivered,14.6,6
676,2025-06-11,Hyderabad,Pizza Point,Biryani,33,Female,Non-Veg,2231,50,4.1,UPI,Rahul,Cancelled,13.4,3
677,2025-03-09,Ahmedabad,Pizza Point,Fast Food,18,Male,Non-Veg,1167,17,4.5,Card,Rahul,Cancelled,6.5,3
678,2025-05-27,Mumbai,Urban Tadka,Biryani,33,Male,Non-Veg,2179,25,4.6,Card,Vikas,Delivered,8.1,5
679,2025-02-16,Ahmedabad,Burger Hub,Fast Food,27,Female,Veg,1583,44,2.7,Cash,Vikas,Cancelled,12.5,1
680,2025-03-18,Hyderabad,Urban Tadka,Chinese,26,Female,Non-Veg,2320,43,4.2,Card,Vikas,Delivered,2.5,1
681,2025-03-09,Bangalore,Pizza Point,North Indian,44,Male,Veg,1452,48,4.8,Card,Aman,Delivered,9.1,6
682,2025-03-29,Mumbai,Spice Kitchen,Italian,43,Female,Veg,701,20,3.1,Cash,Aman,Delivered,8.8,1
683,2025-04-26,Ahmedabad,Spice Kitchen,Italian,41,Male,Non-Veg,1442,49,3.9,UPI,Mohit,Cancelled,8.2,5
684,2025-03-08,Jaipur,Royal Biryani,Fast Food,45,Female,Veg,895,58,5.0,Card,Mohit,Delivered,5.0,3
685,2025-04-02,Ahmedabad,Pizza Point,North Indian,33,Female,Non-Veg,1485,44,2.8,Card,Arjun,Cancelled,5.0,3
686,2025-02-17,Ahmedabad,Pizza Point,Biryani,45,Male,Veg,665,60,3.4,Card,Vikas,Cancelled,5.3,1
687,2025-03-05,Mumbai,Burger Hub,Biryani,26,Female,Veg,654,47,3.3,UPI,Rahul,Delivered,10.8,5
688,2025-01-11,Pune,Chinese Bowl,Chinese,38,Female,Veg,1792,20,3.7,UPI,Vikas,Delivered,2.8,6
689,2025-01-12,Pune,Pizza Point,Fast Food,38,Male,Non-Veg,2134,29,3.5,UPI,Karan,Delivered,1.9,5
690,2025-05-12,Mumbai,Chinese Bowl,Biryani,35,Female,Non-Veg,1038,48,4.5,Cash,Aman,Cancelled,8.3,6
691,2025-02-08,Mumbai,Burger Hub,Fast Food,34,Female,Veg,2262,15,4.5,Card,Karan,Delivered,11.4,4
692,2025-03-22,Jaipur,Tandoori Nights,Chinese,33,Female,Non-Veg,1153,34,3.4,Card,Mohit,Cancelled,3.2,6
693,2025-03-16,Hyderabad,Urban Tadka,Biryani,21,Female,Veg,2090,53,3.5,Cash,Vikas,Cancelled,11.7,4
694,2025-04-11,Pune,Tandoori Nights,Chinese,29,Male,Veg,380,27,3.3,UPI,Arjun,Cancelled,7.9,6
695,2025-06-17,Ahmedabad,Urban Tadka,Chinese,25,Female,Veg,1493,32,2.6,UPI,Arjun,Cancelled,13.6,2
696,2025-06-28,Bangalore,Spice Kitchen,North Indian,38,Male,Veg,361,20,3.2,Cash,Arjun,Delivered,9.7,6
697,2025-01-20,Hyderabad,Food Factory,Chinese,23,Male,Veg,453,17,4.6,Card,Aman,Delivered,3.6,2
698,2025-01-10,Hyderabad,Pizza Point,Italian,22,Male,Veg,725,20,3.5,Cash,Aman,Delivered,8.6,3
699,2025-01-11,Delhi,Pizza Point,Biryani,41,Male,Veg,1693,32,4.2,Card,Arjun,Delivered,3.2,6
700,2025-01-10,Pune,Chinese Bowl,Italian,23,Male,Veg,1189,17,3.7,Cash,Arjun,Cancelled,1.1,5
701,2025-04-03,Pune,Spice Kitchen,Fast Food,38,Female,Non-Veg,284,27,3.9,Cash,Rahul,Cancelled,12.3,1
702,2025-02-26,Hyderabad,Royal Biryani,Chinese,39,Female,Veg,2254,23,2.7,UPI,Arjun,Delivered,11.9,4
703,2025-04-26,Mumbai,Chinese Bowl,North Indian,29,Male,Veg,2486,26,3.5,Cash,Arjun,Delivered,11.6,5
704,2025-05-30,Hyderabad,Spice Kitchen,Chinese,36,Male,Veg,523,31,4.3,Card,Arjun,Cancelled,14.1,3
705,2025-06-13,Bangalore,Pizza Point,Italian,42,Male,Veg,1448,49,4.8,Cash,Karan,Delivered,13.1,1
706,2025-05-11,Pune,Pizza Point,Biryani,28,Male,Veg,875,29,4.7,UPI,Arjun,Cancelled,14.1,5
707,2025-02-16,Bangalore,Urban Tadka,North Indian,20,Female,Veg,243,22,2.8,UPI,Aman,Cancelled,9.0,3
708,2025-05-15,Mumbai,Burger Hub,Biryani,21,Male,Veg,1807,17,2.7,Cash,Arjun,Cancelled,12.2,1
709,2025-06-04,Mumbai,Pizza Point,North Indian,36,Male,Non-Veg,608,30,3.8,Cash,Vikas,Delivered,9.5,3
710,2025-06-30,Bangalore,Royal Biryani,Biryani,35,Female,Veg,2460,40,2.7,Cash,Rahul,Delivered,6.6,5
711,2025-05-28,Hyderabad,Royal Biryani,Fast Food,41,Male,Non-Veg,389,60,4.3,UPI,Mohit,Delivered,1.2,2
712,2025-02-14,Jaipur,Tandoori Nights,North Indian,18,Male,Veg,1585,54,4.9,UPI,Mohit,Cancelled,12.8,1
713,2025-01-09,Mumbai,Tandoori Nights,Italian,22,Male,Veg,198,48,3.5,Card,Arjun,Cancelled,3.5,5
714,2025-03-31,Mumbai,Royal Biryani,Chinese,44,Female,Non-Veg,1863,44,4.1,UPI,Aman,Cancelled,11.9,4
715,2025-04-03,Pune,Chinese Bowl,Biryani,40,Female,Non-Veg,1148,15,3.9,Cash,Rahul,Delivered,6.6,3
716,2025-03-09,Bangalore,Spice Kitchen,Biryani,29,Female,Veg,2304,51,3.4,Cash,Vikas,Cancelled,9.7,6
717,2025-01-10,Pune,Food Factory,Chinese,36,Female,Veg,521,26,4.8,Cash,Arjun,Delivered,12.9,3
718,2025-01-16,Hyderabad,Royal Biryani,Chinese,36,Male,Veg,1480,15,3.9,Card,Aman,Cancelled,11.6,3
719,2025-01-03,Ahmedabad,Tandoori Nights,Fast Food,34,Female,Non-Veg,938,36,4.2,UPI,Rahul,Cancelled,7.9,4
720,2025-01-31,Bangalore,Food Factory,North Indian,39,Female,Veg,2007,55,4.9,Card,Karan,Cancelled,2.0,6
721,2025-04-02,Pune,Spice Kitchen,Biryani,19,Female,Veg,1268,45,3.4,UPI,Rahul,Cancelled,11.9,3
722,2025-03-28,Pune,Tandoori Nights,North Indian,25,Male,Non-Veg,1487,21,3.0,Card,Rahul,Delivered,11.7,4
723,2025-02-25,Mumbai,Pizza Point,Fast Food,25,Female,Veg,535,33,2.8,Card,Karan,Delivered,14.5,4
724,2025-02-22,Ahmedabad,Royal Biryani,Chinese,27,Female,Veg,2319,18,3.3,Card,Aman,Delivered,13.4,1
725,2025-02-05,Pune,Spice Kitchen,Fast Food,18,Male,Non-Veg,949,52,4.8,Cash,Vikas,Cancelled,2.4,3
726,2025-01-17,Pune,Burger Hub,Biryani,37,Male,Veg,1614,29,2.9,Card,Arjun,Cancelled,7.3,1
727,2025-01-03,Pune,Pizza Point,Italian,32,Female,Non-Veg,1615,54,4.2,Card,Karan,Cancelled,7.3,4
728,2025-02-28,Jaipur,Tandoori Nights,North Indian,30,Female,Veg,974,15,2.9,Cash,Rahul,Cancelled,7.4,1
729,2025-03-24,Ahmedabad,Spice Kitchen,Fast Food,22,Female,Non-Veg,1697,57,3.8,Card,Mohit,Cancelled,2.4,6
730,2025-05-23,Ahmedabad,Pizza Point,Fast Food,45,Female,Veg,726,23,4.9,UPI,Mohit,Cancelled,8.3,2
731,2025-05-15,Bangalore,Burger Hub,Fast Food,19,Female,Veg,1788,56,3.9,Cash,Mohit,Delivered,12.8,6
732,2025-02-06,Ahmedabad,Urban Tadka,North Indian,22,Male,Non-Veg,1247,41,4.5,Card,Arjun,Cancelled,1.8,2
733,2025-06-12,Delhi,Tandoori Nights,Biryani,41,Male,Non-Veg,2492,53,4.3,Cash,Karan,Cancelled,10.5,1
734,2025-04-05,Mumbai,Chinese Bowl,Fast Food,44,Female,Non-Veg,1765,40,4.0,Cash,Rahul,Cancelled,14.7,5
735,2025-01-25,Ahmedabad,Spice Kitchen,Fast Food,18,Female,Non-Veg,2490,20,3.2,UPI,Mohit,Cancelled,5.4,1
736,2025-03-05,Ahmedabad,Tandoori Nights,Chinese,23,Male,Non-Veg,707,32,4.8,Cash,Arjun,Cancelled,8.3,3
737,2025-06-09,Ahmedabad,Pizza Point,Fast Food,39,Female,Non-Veg,1728,37,4.1,UPI,Rahul,Cancelled,10.1,1
738,2025-05-07,Hyderabad,Spice Kitchen,Fast Food,36,Female,Non-Veg,1675,22,3.1,Card,Rahul,Cancelled,1.8,3
739,2025-04-11,Pune,Royal Biryani,Fast Food,27,Male,Veg,1676,52,4.9,Cash,Rahul,Cancelled,4.1,2
740,2025-05-09,Bangalore,Royal Biryani,Biryani,39,Male,Veg,228,22,3.6,Cash,Rahul,Delivered,7.0,3
741,2025-04-29,Ahmedabad,Pizza Point,Fast Food,40,Male,Non-Veg,770,16,4.7,UPI,Rahul,Delivered,13.6,6
742,2025-01-11,Hyderabad,Pizza Point,Biryani,27,Male,Veg,1379,35,3.3,Cash,Arjun,Delivered,15.0,5
743,2025-03-17,Jaipur,Tandoori Nights,Chinese,43,Female,Non-Veg,1055,27,5.0,Cash,Mohit,Cancelled,7.6,6
744,2025-02-08,Hyderabad,Chinese Bowl,Chinese,45,Male,Non-Veg,1227,42,4.3,Cash,Vikas,Delivered,13.9,6
745,2025-05-17,Bangalore,Spice Kitchen,North Indian,28,Female,Non-Veg,151,24,5.0,Cash,Karan,Cancelled,1.2,3
746,2025-01-03,Ahmedabad,Tandoori Nights,Fast Food,43,Male,Veg,2474,59,3.7,Card,Rahul,Cancelled,7.9,4
747,2025-05-26,Bangalore,Chinese Bowl,Italian,36,Male,Non-Veg,1695,15,4.7,Card,Aman,Cancelled,14.3,4
748,2025-06-04,Pune,Burger Hub,Biryani,27,Male,Veg,1631,40,4.3,Cash,Karan,Delivered,3.7,5
749,2025-02-09,Ahmedabad,Food Factory,Biryani,33,Female,Non-Veg,2154,44,3.6,Cash,Arjun,Delivered,14.7,2
750,2025-03-03,Hyderabad,Burger Hub,Fast Food,37,Female,Non-Veg,948,38,4.6,Cash,Mohit,Delivered,4.9,1
751,2025-03-21,Delhi,Pizza Point,Chinese,44,Female,Non-Veg,1747,39,3.6,UPI,Vikas,Cancelled,5.0,3
752,2025-02-09,Bangalore,Food Factory,North Indian,23,Male,Non-Veg,702,39,4.8,UPI,Vikas,Delivered,12.9,6
753,2025-05-09,Bangalore,Spice Kitchen,North Indian,42,Female,Non-Veg,906,18,3.9,Cash,Arjun,Cancelled,9.4,3
754,2025-02-18,Ahmedabad,Urban Tadka,Chinese,19,Male,Non-Veg,2397,58,4.8,UPI,Mohit,Cancelled,9.6,4
755,2025-04-01,Mumbai,Urban Tadka,Biryani,23,Male,Veg,1838,51,4.5,UPI,Karan,Delivered,5.3,3
756,2025-01-28,Delhi,Pizza Point,Italian,26,Female,Veg,2002,33,2.7,UPI,Arjun,Cancelled,6.0,6
757,2025-05-17,Mumbai,Royal Biryani,North Indian,31,Female,Veg,698,18,3.3,Cash,Aman,Cancelled,14.0,6
758,2025-01-26,Mumbai,Urban Tadka,Fast Food,40,Male,Veg,1591,17,4.8,Card,Karan,Cancelled,8.2,6
759,2025-05-08,Bangalore,Royal Biryani,Fast Food,36,Female,Non-Veg,1527,42,4.7,UPI,Aman,Cancelled,13.8,6
760,2025-02-18,Ahmedabad,Chinese Bowl,Chinese,27,Male,Veg,623,54,3.7,UPI,Rahul,Delivered,7.8,5
761,2025-03-19,Jaipur,Royal Biryani,Fast Food,32,Male,Non-Veg,2157,20,4.5,Card,Rahul,Cancelled,8.3,5
762,2025-01-14,Mumbai,Urban Tadka,Fast Food,41,Female,Non-Veg,1177,33,4.0,UPI,Arjun,Delivered,7.9,3
763,2025-01-20,Pune,Pizza Point,North Indian,37,Male,Non-Veg,2018,41,5.0,UPI,Mohit,Cancelled,3.9,5
764,2025-01-23,Bangalore,Pizza Point,Italian,32,Male,Veg,1092,27,3.6,UPI,Aman,Delivered,8.8,6
765,2025-01-30,Ahmedabad,Food Factory,Biryani,40,Male,Veg,1514,25,4.2,Cash,Rahul,Delivered,2.4,2
766,2025-05-19,Jaipur,Chinese Bowl,Italian,32,Male,Non-Veg,1646,20,4.6,UPI,Rahul,Cancelled,14.3,4
767,2025-02-11,Delhi,Tandoori Nights,Biryani,20,Male,Veg,2128,24,4.0,Card,Aman,Cancelled,12.9,4
768,2025-01-09,Pune,Chinese Bowl,Chinese,30,Male,Non-Veg,557,17,3.1,Card,Rahul,Delivered,5.3,3
769,2025-06-18,Mumbai,Pizza Point,Fast Food,34,Male,Non-Veg,1311,33,4.4,UPI,Karan,Cancelled,9.3,6
770,2025-03-17,Delhi,Spice Kitchen,Biryani,19,Female,Non-Veg,1907,22,5.0,Card,Vikas,Delivered,14.0,4
771,2025-05-23,Ahmedabad,Pizza Point,Fast Food,38,Male,Non-Veg,868,27,4.5,Cash,Aman,Cancelled,8.6,1
772,2025-03-22,Hyderabad,Urban Tadka,Fast Food,24,Female,Veg,897,42,4.8,Card,Vikas,Cancelled,1.6,6
773,2025-03-18,Ahmedabad,Burger Hub,Chinese,38,Female,Veg,2315,59,4.2,UPI,Vikas,Delivered,13.1,1
774,2025-03-20,Pune,Royal Biryani,Fast Food,33,Female,Veg,1394,45,3.9,Cash,Rahul,Delivered,13.9,1
775,2025-06-16,Bangalore,Pizza Point,Chinese,38,Female,Veg,1736,15,4.6,Card,Aman,Cancelled,8.1,1
776,2025-06-24,Pune,Pizza Point,Biryani,42,Male,Veg,1629,27,4.4,Cash,Arjun,Delivered,3.3,6
777,2025-06-18,Ahmedabad,Royal Biryani,Fast Food,39,Female,Veg,2224,38,3.5,UPI,Vikas,Delivered,3.3,4
778,2025-02-06,Pune,Chinese Bowl,Biryani,21,Female,Veg,1022,42,4.8,UPI,Rahul,Delivered,3.8,6
779,2025-05-13,Pune,Urban Tadka,Biryani,42,Male,Non-Veg,1773,54,4.2,Cash,Karan,Delivered,9.3,5
780,2025-05-12,Bangalore,Burger Hub,North Indian,37,Female,Non-Veg,1799,43,3.7,Cash,Aman,Cancelled,11.6,2
781,2025-03-23,Mumbai,Pizza Point,Italian,28,Female,Veg,1467,51,4.5,Card,Rahul,Cancelled,2.8,1
782,2025-06-06,Delhi,Royal Biryani,Fast Food,23,Female,Veg,205,36,2.7,Cash,Arjun,Cancelled,12.0,6
783,2025-01-25,Mumbai,Chinese Bowl,Italian,23,Male,Non-Veg,253,38,4.2,Cash,Aman,Delivered,13.2,4
784,2025-03-23,Bangalore,Chinese Bowl,Fast Food,45,Male,Veg,357,30,4.3,UPI,Vikas,Cancelled,10.4,5
785,2025-01-23,Ahmedabad,Tandoori Nights,Italian,32,Female,Non-Veg,1855,23,4.7,UPI,Karan,Delivered,14.9,2
786,2025-03-16,Delhi,Burger Hub,Biryani,44,Female,Non-Veg,2385,58,4.2,UPI,Karan,Cancelled,14.2,2
787,2025-05-22,Hyderabad,Tandoori Nights,Chinese,21,Male,Non-Veg,1561,58,3.7,UPI,Mohit,Delivered,6.6,4
788,2025-04-07,Jaipur,Tandoori Nights,Biryani,35,Female,Veg,1185,53,4.2,Card,Aman,Cancelled,10.4,5
789,2025-04-14,Ahmedabad,Chinese Bowl,Fast Food,21,Male,Veg,1529,34,3.0,UPI,Karan,Delivered,4.1,1
790,2025-02-28,Bangalore,Food Factory,Biryani,19,Male,Veg,1326,28,4.7,Cash,Karan,Cancelled,3.4,5
791,2025-02-16,Jaipur,Tandoori Nights,Fast Food,34,Male,Non-Veg,1227,60,3.8,UPI,Rahul,Cancelled,13.8,1
792,2025-03-01,Hyderabad,Urban Tadka,Fast Food,35,Male,Non-Veg,639,26,4.3,UPI,Aman,Cancelled,13.7,1
793,2025-05-22,Pune,Food Factory,Fast Food,43,Male,Non-Veg,396,35,3.0,Card,Arjun,Cancelled,6.5,3
794,2025-05-25,Ahmedabad,Food Factory,Italian,23,Female,Non-Veg,2061,47,4.5,UPI,Arjun,Cancelled,7.7,1
795,2025-03-18,Bangalore,Spice Kitchen,Fast Food,26,Female,Non-Veg,1901,41,4.2,Cash,Rahul,Cancelled,10.4,4
796,2025-05-06,Bangalore,Chinese Bowl,North Indian,25,Male,Non-Veg,2033,34,4.7,Card,Mohit,Delivered,5.3,5
797,2025-05-17,Bangalore,Burger Hub,North Indian,45,Male,Veg,577,52,4.7,Card,Karan,Cancelled,12.9,4
798,2025-02-13,Bangalore,Pizza Point,North Indian,31,Male,Veg,191,33,2.5,Card,Karan,Cancelled,2.4,5
799,2025-01-24,Pune,Royal Biryani,Biryani,29,Male,Non-Veg,1689,21,3.7,UPI,Rahul,Cancelled,4.1,3
800,2025-04-22,Hyderabad,Urban Tadka,North Indian,19,Male,Veg,1013,41,4.2,Cash,Vikas,Delivered,8.4,3
801,2025-06-23,Pune,Urban Tadka,Fast Food,29,Female,Veg,1965,36,2.9,Card,Vikas,Cancelled,10.4,6
802,2025-02-15,Bangalore,Chinese Bowl,Italian,42,Female,Veg,2471,39,3.4,Card,Aman,Delivered,12.5,5
803,2025-04-12,Pune,Spice Kitchen,Chinese,20,Male,Non-Veg,1928,29,3.8,Cash,Vikas,Delivered,12.8,6
804,2025-01-13,Bangalore,Tandoori Nights,North Indian,31,Female,Non-Veg,337,38,4.7,Cash,Mohit,Cancelled,6.9,2
805,2025-01-06,Bangalore,Urban Tadka,Italian,31,Female,Non-Veg,1804,41,2.5,UPI,Aman,Cancelled,12.7,4
806,2025-06-10,Bangalore,Royal Biryani,North Indian,21,Male,Non-Veg,344,46,3.3,Cash,Aman,Delivered,11.4,3
807,2025-06-13,Mumbai,Urban Tadka,North Indian,27,Male,Non-Veg,1336,29,3.0,UPI,Arjun,Cancelled,4.9,6
808,2025-05-01,Hyderabad,Spice Kitchen,North Indian,39,Male,Non-Veg,2266,42,2.8,UPI,Mohit,Delivered,5.9,4
809,2025-05-01,Pune,Spice Kitchen,North Indian,44,Female,Veg,192,26,3.5,Cash,Rahul,Cancelled,10.6,5
810,2025-04-20,Jaipur,Spice Kitchen,North Indian,45,Male,Veg,323,48,3.2,Card,Aman,Delivered,11.5,2
811,2025-05-20,Bangalore,Spice Kitchen,North Indian,40,Male,Non-Veg,1944,22,3.7,Card,Rahul,Cancelled,5.7,2
812,2025-02-07,Jaipur,Pizza Point,Biryani,32,Male,Veg,1951,22,3.0,Card,Arjun,Delivered,2.9,1
813,2025-02-01,Pune,Pizza Point,Chinese,40,Female,Non-Veg,394,39,4.1,Card,Rahul,Cancelled,8.9,4
814,2025-06-30,Hyderabad,Pizza Point,Fast Food,29,Female,Veg,722,60,4.7,Card,Karan,Delivered,10.1,2
815,2025-05-06,Hyderabad,Urban Tadka,Italian,26,Female,Veg,1002,33,3.6,Card,Rahul,Cancelled,11.1,3
816,2025-05-11,Bangalore,Tandoori Nights,Fast Food,25,Female,Non-Veg,1350,25,3.6,Card,Karan,Delivered,10.6,3
817,2025-05-19,Bangalore,Food Factory,North Indian,30,Female,Non-Veg,1445,26,5.0,Cash,Arjun,Delivered,9.5,3
818,2025-02-28,Mumbai,Urban Tadka,Biryani,32,Male,Non-Veg,1987,21,3.3,Card,Aman,Cancelled,2.9,3
819,2025-04-18,Jaipur,Urban Tadka,Biryani,36,Female,Veg,755,35,3.4,Cash,Arjun,Delivered,7.4,4
820,2025-05-15,Bangalore,Food Factory,North Indian,20,Male,Veg,1982,47,3.6,Cash,Rahul,Cancelled,6.9,5
821,2025-04-22,Jaipur,Food Factory,Fast Food,38,Male,Non-Veg,2253,37,4.4,Cash,Mohit,Delivered,6.9,5
822,2025-06-18,Pune,Pizza Point,Biryani,39,Male,Veg,1193,57,4.3,Cash,Vikas,Delivered,1.3,2
823,2025-05-15,Pune,Food Factory,Italian,27,Male,Veg,1833,19,2.9,Card,Vikas,Cancelled,2.2,3
824,2025-04-05,Ahmedabad,Spice Kitchen,Chinese,31,Male,Non-Veg,1118,57,3.1,UPI,Mohit,Delivered,13.9,6
825,2025-05-04,Mumbai,Food Factory,Chinese,37,Female,Veg,2424,58,4.2,Card,Vikas,Cancelled,2.5,2
826,2025-05-14,Jaipur,Chinese Bowl,Chinese,35,Male,Veg,2155,43,2.9,UPI,Aman,Delivered,7.0,2
827,2025-04-15,Ahmedabad,Urban Tadka,Italian,30,Female,Non-Veg,1022,24,2.5,Cash,Vikas,Cancelled,14.5,4
